Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1990-01-02 00:00:00-05:00,0.24993603107460094,0.2658891762207024,0.2481635593178573,0.26411670446395874,183198400,0.0,0.0
1990-01-03 00:00:00-05:00,0.2694351509201548,0.2694351509201548,0.26588937640190125,0.26588937640190125,207995200,0.0,0.0
1990-01-04 00:00:00-05:00,0.27120744889166487,0.27475239247571925,0.26411670972157314,0.2667762339115143,221513600,0.0,0.0
1990-01-05 00:00:00-05:00,0.26766258478164673,0.27120755339843655,0.262344315354247,0.26766258478164673,123312000,0.0,0.0
1990-01-08 00:00:00-05:00,0.2658893337583973,0.2694351077079773,0.26234436447781756,0.2694351077079773,101572800,0.0,0.0
1990-01-09 00:00:00-05:00,0.26943495343291596,0.26943495343291596,0.26234421426282417,0.2667762339115143,86139200,0.0,0.0
1990-01-10 00:00:00-05:00,0.2667763532975973,0.2667763532975973,0.2534811167369872,0.2552544176578522,199718400,0.0,0.0
1990-01-11 00:00:00-05:00,0.2570268040536378,0.2570268040536378,0.24461862444877625,0.24461862444877625,211052800,0.0,0.0
1990-01-12 00:00:00-05:00,0.24284615245791075,0.24639112010636618,0.23930038014082555,0.24461862444877625,171897600,0.0,0.0
1990-01-15 00:00:00-05:00,0.24461864819115106,0.2534810563391015,0.24284617602825165,0.24284617602825165,161739200,0.0,0.0
1990-01-16 00:00:00-05:00,0.23752793219361173,0.24816364194391954,0.23221049148621808,0.2472773939371109,214244800,0.0,0.0
1990-01-17 00:00:00-05:00,0.24639112144234032,0.24639112144234032,0.2339829417701995,0.23575541377067566,197299200,0.0,0.0
1990-01-18 00:00:00-05:00,0.2339830089177054,0.23752795393597181,0.22866473938797807,0.2295517921447754,273291200,0.0,0.0
1990-01-19 00:00:00-05:00,0.23930040336701827,0.24461864819115106,0.23752790753739217,0.24284617602825165,265137600,0.0,0.0
1990-01-22 00:00:00-05:00,0.24107285343882864,0.24461862577513963,0.23575541377067566,0.23575541377067566,145611200,0.0,0.0
1990-01-23 00:00:00-05:00,0.23930028080940247,0.24284605165466966,0.23398284337730263,0.23930028080940247,140873600,0.0,0.0
1990-01-24 00:00:00-05:00,0.2304379693234675,0.24284614873827495,0.22866466902440916,0.2410728484392166,169792000,0.0,0.0
1990-01-25 00:00:00-05:00,0.24284619234175664,0.24639116057241994,0.2410728917242989,0.24195994436740875,111540800,0.0,0.0
1990-01-26 00:00:00-05:00,0.24107294243845387,0.24107294243845387,0.2286647581854433,0.23221053183078766,181249600,0.0,0.0
1990-01-29 00:00:00-05:00,0.2339829417701995,0.2375278857711518,0.22777844959981203,0.23575541377067566,119929600,0.0,0.0
1990-01-30 00:00:00-05:00,0.23575540888134205,0.2446186207019918,0.2339829369176252,0.2410728484392166,116446400,0.0,0.0
1990-01-31 00:00:00-05:00,0.2446186207019918,0.24639111633243269,0.2339829369176252,0.2410728484392166,143942400,0.0,0.0
1990-02-01 00:00:00-05:00,0.24461870729949914,0.24550495542846043,0.2375279649323714,0.2384142130613327,117073600,0.0,0.0
1990-02-02 00:00:00-05:00,0.23575543537449276,0.24639114402077716,0.23575543537449276,0.24284617602825165,118473600,0.0,0.0
1990-02-05 00:00:00-05:00,0.24284624356829454,0.2499361578584555,0.24107294257677267,0.24816368520259857,101752000,0.0,0.0
1990-02-06 00:00:00-05:00,0.24639104306697845,0.24816351450364316,0.24107277675517214,0.24639104306697845,73920000,0.0,0.0
1990-02-07 00:00:00-05:00,0.2339829417701995,0.24107285343882864,0.23043797410252265,0.23575541377067566,312446400,0.0,0.0
1990-02-08 00:00:00-05:00,0.23575545254329128,0.23752792483527027,0.22866471137315192,0.23398298025131226,186636800,0.0,0.0
1990-02-09 00:00:00-05:00,0.23752790753739217,0.24461864819115106,0.23575543537449276,0.24284617602825165,168078400,0.0,0.0
1990-02-12 00:00:00-05:00,0.24284614873827495,0.2446186207019918,0.2393003764754998,0.2410728484392166,74916800,0.0,0.0
1990-02-13 00:00:00-05:00,0.24107285213169105,0.24816359209723168,0.23930038014082555,0.24461862444877625,102166400,0.0,0.0
1990-02-14 00:00:00-05:00,0.24461864819115106,0.24639114402077716,0.23930040336701827,0.24284617602825165,96062400,0.0,0.0
1990-02-15 00:00:00-05:00,0.23930040336701827,0.24284617602825165,0.23752790753739217,0.24284617602825165,97966400,0.0,0.0
1990-02-16 00:00:00-05:00,0.24362838601456213,0.24540656732820443,0.24007119238376617,0.24007119238376617,127209600,0.000982,0.0
1990-02-20 00:00:00-05:00,0.23829318583011627,0.24007139236799732,0.23473682024030862,0.23829318583011627,123244800,0.0,0.0
1990-02-21 00:00:00-05:00,0.2329585096683475,0.24362848016295746,0.23118032766754015,0.24184946715831757,175907200,0.0,0.0
1990-02-22 00:00:00-05:00,0.24184949309822623,0.24540668848520547,0.23473674058914185,0.23473674058914185,195182400,0.0,0.0
1990-02-23 00:00:00-05:00,0.2329585084287463,0.2382930781457491,0.2329585084287463,0.2365148961544037,149956800,0.0,0.0
1990-02-26 00:00:00-05:00,0.2347367154121215,0.24362848016295746,0.2347367154121215,0.24184946715831757,79609600,0.0,0.0
1990-02-27 00:00:00-05:00,0.24184957516290115,0.2436285889620086,0.23829318583011627,0.23829318583011627,73953600,0.0,0.0
1990-02-28 00:00:00-05:00,0.23829307941373623,0.24184946715831757,0.23651489741292886,0.24184946715831757,109334400,0.0,0.0
1990-03-01 00:00:00-05:00,0.2382931006670062,0.24718488995386406,0.23651491850760348,0.24362850189208984,203896000,0.0,0.0
1990-03-02 00:00:00-05:00,0.23829298732716644,0.24718477238480419,0.23651480601352415,0.24007119238376617,104899200,0.0,0.0
1990-03-05 00:00:00-05:00,0.23829308931296997,0.24718487817615756,0.23829308931296997,0.24540667235851288,182470400,0.0,0.0
1990-03-06 00:00:00-05:00,0.24896315005331585,0.2507413327693939,0.24540676087818347,0.2507413327693939,156016000,0.0,0.0
1990-03-07 00:00:00-05:00,0.24896311013294836,0.2560766946037652,0.24896311013294836,0.25163039565086365,204220800,0.0,0.0
1990-03-08 00:00:00-05:00,0.2542976945935715,0.26318946196475207,0.24896312327612014,0.26141127943992615,223843200,0.0,0.0
1990-03-09 00:00:00-05:00,0.2614112987265439,0.26674587043757364,0.25785490967153224,0.26230040192604065,230473600,0.0,0.0
1990-03-12 00:00:00-05:00,0.2649677091718401,0.26674589197140713,0.25785493048761715,0.2605222165584564,163956800,0.0,0.0
1990-03-13 00:00:00-05:00,0.25963311607052575,0.26496768778155555,0.25785490967153224,0.26230040192604065,148579200,0.0,0.0
1990-03-14 00:00:00-05:00,0.2614113414654169,0.26496773110187266,0.25963315851867863,0.26318952441215515,101785600,0.0,0.0
1990-03-15 00:00:00-05:00,0.2596330969151002,0.27030304681110673,0.2596330969151002,0.26141127943992615,120232000,0.0,0.0
1990-03-16 00:00:00-05:00,0.28452933167378214,0.2898639015369129,0.2783048516582569,0.28630751371383667,644761600,0.0,0.0
1990-03-19 00:00:00-05:00,0.28808575481434784,0.3023121162840825,0.2845293900051485,0.30142301321029663,431793600,0.0,0.0
1990-03-20 00:00:00-05:00,0.3005338856589732,0.30586928718521383,0.28986393735341565,0.29431021213531494,391316800,0.0,0.0
1990-03-21 00:00:00-05:00,0.2934212305630492,0.3005339857130953,0.2934212305630492,0.2960885167121887,152734400,0.0,0.0
1990-03-22 00:00:00-05:00,0.29697758907150323,0.3005339544045479,0.2898640036582947,0.2898640036582947,231660800,0.0,0.0
1990-03-23 00:00:00-05:00,0.29342116691923326,0.30586932267175115,0.2916421534491087,0.3005339205265045,227987200,0.0,0.0
1990-03-26 00:00:00-05:00,0.30231212673555197,0.30853660824234946,0.29875573806042993,0.3005339205265045,128060800,0.0,0.0
1990-03-27 00:00:00-05:00,0.2987557053565979,0.3005338876280206,0.2934211347993596,0.2987557053565979,84604800,0.0,0.0
1990-03-28 00:00:00-05:00,0.29875575041802094,0.29964485355932113,0.29164216551245675,0.2934211790561676,102939200,0.0,0.0
1990-03-29 00:00:00-05:00,0.2916421759381521,0.29519937214865294,0.2898639933349587,0.2925320863723755,96891200,0.0,0.0
1990-03-30 00:00:00-05:00,0.28452933167378214,0.29164208357696736,0.28452933167378214,0.28630751371383667,223350400,0.0,0.0
1990-04-02 00:00:00-04:00,0.28452933167378214,0.288974798645402,0.2809729438507059,0.28630751371383667,148769600,0.0,0.0
1990-04-03 00:00:00-04:00,0.2880857302347028,0.29697751998901367,0.2880857302347028,0.29697751998901367,139708800,0.0,0.0
1990-04-04 00:00:00-04:00,0.2951993615957941,0.29875575041802094,0.2898639829728303,0.2934211790561676,149732800,0.0,0.0
1990-04-05 00:00:00-04:00,0.29164208357696736,0.29342109662087273,0.28452933167378214,0.28630751371383667,108192000,0.0,0.0
1990-04-06 00:00:00-04:00,0.28630749057614907,0.29342107290830727,0.2827511030404792,0.28364020586013794,118238400,0.0,0.0
1990-04-09 00:00:00-04:00,0.2827512154362357,0.29519937214865294,0.28097303283304226,0.2925320863723755,105481600,0.0,0.0
1990-04-10 00:00:00-04:00,0.2934211790561676,0.29875575041802094,0.29164216551245675,0.2934211790561676,131320000,0.0,0.0
1990-04-11 00:00:00-04:00,0.29519941633760766,0.30586939204404023,0.29519941633760766,0.3023121953010559,213158400,0.0,0.0
1990-04-12 00:00:00-04:00,0.30586934367600704,0.312982097771716,0.3023121474955328,0.3076475262641907,211803200,0.0,0.0
1990-04-16 00:00:00-04:00,0.3094256552510069,0.3147602254250978,0.30764744936433086,0.31120383739471436,226889600,0.0,0.0
1990-04-17 00:00:00-04:00,0.3076475262641907,0.3094257325953488,0.30409033008371644,0.3076475262641907,131107200,0.0,0.0
1990-04-18 00:00:00-04:00,0.3076475262641907,0.3112039151835324,0.3023121474955328,0.3076475262641907,193446400,0.0,0.0
1990-04-19 00:00:00-04:00,0.29697748444394895,0.30675832853958324,0.28452933167378214,0.28630751371383667,481476800,0.0,0.0
1990-04-20 00:00:00-04:00,0.2907530044284237,0.29519927866092727,0.28275112589076046,0.28630751371383667,323523200,0.0,0.0
1990-04-23 00:00:00-04:00,0.2863075310166727,0.2880857131641907,0.28097296083115025,0.2827511429786682,128352000,0.0,0.0
1990-04-24 00:00:00-04:00,0.2845292949820696,0.2880856586035648,0.27385932562791204,0.27563750743865967,303732800,0.0,0.0
1990-04-25 00:00:00-04:00,0.27563750743865967,0.2774157129923714,0.2720811438171645,0.27563750743865967,132574400,0.0,0.0
1990-04-26 00:00:00-04:00,0.2774157028668559,0.2809728973622592,0.2711920311419536,0.2765266001224518,142161600,0.0,0.0
1990-04-27 00:00:00-04:00,0.2774158907597019,0.28097308766438267,0.27563768406652034,0.2783049941062927,116412800,0.0,0.0
1990-04-30 00:00:00-04:00,0.27919404382163804,0.28275124034551397,0.27741586106179367,0.28008395433425903,136393600,0.0,0.0
1990-05-01 00:00:00-04:00,0.28275106358349633,0.2845292689746712,0.280083779239696,0.28186196088790894,163609600,0.0,0.0
1990-05-02 00:00:00-04:00,0.2827511429786682,0.28452934886915476,0.2791939476797312,0.2827511429786682,135430400,0.0,0.0
1990-05-03 00:00:00-04:00,0.2827510633518894,0.286307450388364,0.2827510633518894,0.28452926874160767,166308800,0.0,0.0
1990-05-04 00:00:00-04:00,0.28452926874160767,0.2898638374248387,0.2791938690547096,0.28452926874160767,169534400,0.0,0.0
1990-05-07 00:00:00-04:00,0.28275112240028644,0.29697748077785496,0.28275112240028644,0.29519927501678467,135990400,0.0,0.0
1990-05-08 00:00:00-04:00,0.291642118483441,0.2987557022418978,0.291642118483441,0.29697751998901367,112459200,0.0,0.0
1990-05-09 00:00:00-04:00,0.29608843033975524,0.2987557157108166,0.2934211449686938,0.2978666126728058,97238400,0.0,0.0
1990-05-10 00:00:00-04:00,0.2969775211394286,0.2969775211394286,0.2880857313506732,0.29431021213531494,179043200,0.0,0.0
1990-05-11 00:00:00-04:00,0.29431018700690476,0.3040902479580494,0.2898639126046315,0.30320116877555847,215241600,0.0,0.0
1990-05-14 00:00:00-04:00,0.30409027274352013,0.30409027274352013,0.29342113174027545,0.29697751998901367,226385600,0.0,0.0
1990-05-15 00:00:00-04:00,0.2943102109952325,0.2987557022418978,0.291642118483441,0.29697751998901367,149385600,0.0,0.0
1990-05-16 00:00:00-04:00,0.29697762000956124,0.29697762000956124,0.291642216707052,0.2960885167121887,87304000,0.0,0.0
1990-05-17 00:00:00-04:00,0.29697748077785496,0.3005338448140618,0.29164207997673725,0.29519927501678467,153585600,0.0,0.0
1990-05-18 00:00:00-04:00,0.2934211143536143,0.29519929650113225,0.28097296083115025,0.2827511429786682,258462400,0.0,0.0
1990-05-21 00:00:00-04:00,0.2817526161670685,0.28531887261697364,0.2764024100868316,0.2817526161670685,262483200,0.000982,0.0
1990-05-22 00:00:00-04:00,0.286210387817257,0.29601839553900866,0.2853188416581575,0.2951268255710602,301089600,0.0,0.0
1990-05-23 00:00:00-04:00,0.29423522612790975,0.3031508527662865,0.29423522612790975,0.29958459734916687,207513600,0.0,0.0
1990-05-24 00:00:00-04:00,0.30136771315330435,0.30136771315330435,0.29601834193204724,0.29958459734916687,148131200,0.0,0.0
1990-05-25 00:00:00-04:00,0.2817525658555331,0.29066819348383893,0.2781855005416325,0.2853188216686249,323321600,0.0,0.0
1990-05-29 00:00:00-04:00,0.2853188339542488,0.2942352714672988,0.2799686285990026,0.29245132207870483,243208000,0.0,0.0
1990-05-30 00:00:00-04:00,0.2969099655069571,0.29780153547490557,0.2942352794119607,0.2951268255710602,276819200,0.0,0.0
1990-05-31 00:00:00-04:00,0.29601843526550176,0.29601843526550176,0.29245136922298126,0.29423531889915466,103084800,0.0,0.0
1990-06-01 00:00:00-04:00,0.2951268008754262,0.2995846265332974,0.29066818952560425,0.29066818952560425,157236800,0.0,0.0
1990-06-04 00:00:00-04:00,0.29066818952560425,0.2924513055034445,0.2835356779965491,0.29066818952560425,179424000,0.0,0.0
1990-06-05 00:00:00-04:00,0.29245136170793246,0.29245136170793246,0.27818555021621,0.2817526161670685,299432000,0.0,0.0
1990-06-06 00:00:00-04:00,0.27818555021621,0.2817526161670685,0.2764024100868316,0.2817526161670685,211747200,0.0,0.0
1990-06-07 00:00:00-04:00,0.281752612300064,0.28353572859611786,0.27461928999720386,0.27818554639816284,186435200,0.0,0.0
1990-06-08 00:00:00-04:00,0.27461917488048937,0.27461917488048937,0.2674858555678221,0.2728360593318939,333883200,0.0,0.0
1990-06-11 00:00:00-04:00,0.2692699173001911,0.27818554639816284,0.2692699173001911,0.27818554639816284,157897600,0.0,0.0
1990-06-12 00:00:00-04:00,0.27907713121572303,0.28888511657714844,0.27640242091685474,0.28888511657714844,165032000,0.0,0.0
1990-06-13 00:00:00-04:00,0.28799342413556306,0.29066810926823045,0.28353559970855713,0.28353559970855713,138947200,0.0,0.0
1990-06-14 00:00:00-04:00,0.28531873900289567,0.2871018544883938,0.27996853542814626,0.28353559970855713,140324800,0.0,0.0
1990-06-15 00:00:00-04:00,0.2835357324875953,0.28531887261697364,0.27907712028089915,0.2817526161670685,144144000,0.0,0.0
1990-06-18 00:00:00-04:00,0.2799686789512634,0.2817526286607,0.2781855625516687,0.2799686789512634,111395200,0.0,0.0
1990-06-19 00:00:00-04:00,0.2781855112567005,0.28353569277880003,0.27372768536641867,0.282644122838974,157225600,0.0,0.0
1990-06-20 00:00:00-04:00,0.2844272517631401,0.2871019376707471,0.2835356818576553,0.2853188216686249,154739200,0.0,0.0
1990-06-21 00:00:00-04:00,0.28531885029649423,0.2995846606722031,0.28531885029649423,0.29869309067726135,208600000,0.0,0.0
1990-06-22 00:00:00-04:00,0.2995845573819937,0.304042382010892,0.2942351868743889,0.2960183024406433,283976000,0.0,0.0
1990-06-25 00:00:00-04:00,0.29601843526550176,0.297801575440701,0.2871019963150878,0.29423531889915466,122001600,0.0,0.0
1990-06-26 00:00:00-04:00,0.2978015449000608,0.29958466108354276,0.28799353686789436,0.28977665305137634,127254400,0.0,0.0
1990-06-27 00:00:00-04:00,0.2906681224324276,0.2995845573819937,0.28710186749107725,0.2960183024406433,97227200,0.0,0.0
1990-06-28 00:00:00-04:00,0.304934071912957,0.30850113803967866,0.29780158247035293,0.30671802163124084,249939200,0.0,0.0
1990-06-29 00:00:00-04:00,0.3067178564838821,0.32009209136914657,0.30493390772613715,0.3192005455493927,325192000,0.0,0.0
1990-07-02 00:00:00-04:00,0.3174167185097444,0.3174167185097444,0.31206734630456634,0.313850462436676,135408000,0.0,0.0
